temperature,humidity,co2,ec,ph,voltage,battery_level,dew_point,vpd,timestamp,anomaly_type,is_anomaly
26.92,61.8,704.0,1.61,6.38,3.2,94.0,18.97,1.356,2025-06-16T15:10:28.723989,normal,0
26.24,72.47,588.0,2.12,6.63,3.44,72.0,20.9,0.939,2025-06-15T16:20:28.723989,normal,0
32.12,59.7,1418.0,1.26,5.77,3.37,58.0,23.29,1.929,2025-08-31T11:21:29.669386,normal,0
28.12,59.5,935.0,1.99,5.73,3.31,87.0,19.49,1.542,2025-08-09T23:00:28.723989,normal,0
30.31,72.74,694.0,0.8,7.72,2.545759476189568,7.106093079472487,24.87,1.177,2025-09-06T08:15:29.954212,low_voltage,1
47.1924595337801,19.789878010793224,431.0,0.92,6.04,3.12,71.0,18.49,8.0,2025-09-08T14:15:30.004566,environmental_stress,1
0.0,70.99,9999.0,1.05,6.31,-999.0,72.0,-4.63,0.177,2025-09-16T12:18:29.958861,sensor_failure,1
23.05,0.0,0.0,2.15,7.21,3.33,77.0,0.0,0.0,2025-08-29T19:33:30.118194,sensor_failure,1
35.04,35.3,674.0,1.45,7.41,3.39,66.0,17.43,3.646,2025-09-13T08:58:29.531379,normal,0
34.58,34.7,1017.0,1.8,7.07,3.13,78.0,16.76,3.587,2025-09-17T08:17:29.680608,normal,0
28.02,44.81,300.0,1.6,5.94,3.36,75.0,14.92,2.089,2025-07-18T17:10:28.723989,normal,0
21.07,75.07,770.0,1.35,6.6,3.15,80.0,16.48,0.623,2025-08-08T01:20:28.723989,normal,0
18.72,84.29,1064.0,1.4,6.85,3.42,87.0,16.01,0.339,2025-07-11T20:10:28.723989,normal,0
49.54687663621557,23.50303576609513,745.0,1.44,6.06,3.23,72.0,23.21,8.0,2025-08-28T04:01:29.787170,environmental_stress,1
28.07,48.33,787.0,1.31,7.04,3.41,70.0,16.14,1.961,2025-07-20T08:40:28.723989,normal,0
34.62,66.12,1001.0,2.7,5.38,3.49,71.0,27.37,1.865,2025-09-09T15:01:29.480448,normal,0
18.59,77.23,1193.0,1.45,7.07,3.52,79.0,14.53,0.488,2025-07-26T02:30:28.723989,normal,0
36.71,30.7,868.0,1.72,6.33,3.46,92.0,16.68,4.28,2025-09-02T05:36:29.640641,normal,0
15.076384122531389,53.59879294121468,852.0,1.78,7.16,3.8080992380192984,88.0,5.73,0.795,2025-09-13T10:07:29.754871,high_fluctuation,1
24.56,65.62,846.0,1.8,7.44,2.92,22.0,17.7,1.061,2025-09-05T02:23:29.578461,normal,0
38.16,35.21,860.0,1.34,7.01,3.26,68.0,20.13,4.329,2025-09-21T16:19:29.606753,normal,0
29.96,73.86,743.0,1.52,6.56,3.3,77.0,24.79,1.107,2025-06-15T03:30:28.723989,normal,0
34.17,27.58,1039.0,1.21,6.6,3.57,100.0,12.84,3.889,2025-07-04T09:30:28.723989,normal,0
25.91,54.2,649.0,1.93,6.72,3.23,82.0,15.95,1.531,2025-08-04T21:00:28.723989,normal,0
27.18,80.08,1008.0,1.75,6.49,3.36,72.0,23.45,0.718,2025-07-19T19:10:28.723989,normal,0
26.65,68.71,772.0,1.43,5.27,3.01,83.0,20.43,1.093,2025-07-05T05:40:28.723989,normal,0
31.21,59.45,823.8021808614852,0.20797816530847446,8.312254442858086,3.26,52.0,22.37,1.844,2025-09-21T15:03:29.913255,calibration_drift,1
24.26,82.24,924.0,2.0,7.43,3.2,68.0,21.04,0.538,2025-08-05T17:30:28.723989,normal,0
49.265563525829016,48.645080472531106,461.0,1.73,5.97,3.8423939223452104,74.0,35.57,6.108,2025-08-27T11:49:30.031327,high_fluctuation,1
31.32,27.27,771.0,1.65,5.65,3.08,82.0,10.24,3.327,2025-06-23T14:10:28.723989,normal,0
21.52,45.68,700.0,1.14,6.55,3.24,87.0,9.31,1.395,2025-07-13T02:10:28.723989,normal,0
-1.0,63.63,-1.0,0.91,6.16,3.2,89.0,-7.03,0.206,2025-09-09T23:37:30.083440,sensor_failure,1
25.46,80.26,379.0,1.41,6.55,3.34,63.0,21.81,0.643,2025-06-15T16:40:28.723989,normal,0
26.25,47.1,735.0,2.1,5.88,3.25,82.0,14.08,1.805,2025-07-29T19:10:28.723989,normal,0
24.04,54.44,661.0,1.42,6.25,3.48,78.0,14.28,1.363,2025-07-19T20:10:28.723989,normal,0
20.24545589378534,78.72,704.0,1.88,6.34,2.112,83.0,16.43,0.505,2025-08-29T08:08:30.061303,sudden_drop,1
19.715623363948886,71.89,642.0,1.39,5.74,1.938,66.0,14.5,0.646,2025-09-20T20:04:29.750292,sudden_drop,1
28.12,53.68,1124.0,1.35,7.37,3.12,56.0,17.85,1.763,2025-07-31T01:30:28.723989,normal,0
40.0,38.89,884.0,2.1,6.32,3.32,94.0,23.37,4.507,2025-08-01T14:50:28.723989,normal,0
19.885725399616593,97.74383286663809,865.0,1.43,6.58,3.2,82.0,19.52,0.052,2025-08-28T02:38:30.052974,dew_point_close,1
24.7,54.16,649.0,1.81,6.33,4.39107652185778,99.41214705513232,14.82,1.426,2025-09-02T14:41:29.870395,power_surge,1
19.99,88.18,836.0,1.5,6.81,3.22,63.0,17.97,0.276,2025-08-30T08:35:29.592930,normal,0
22.47,65.87,1046.0,1.14,6.78,3.48,100.0,15.77,0.929,2025-07-15T03:20:28.723989,normal,0
22.8,67.62,857.0,2.34,5.44,3.38,57.0,16.5,0.899,2025-09-14T23:17:29.659756,normal,0
40.0,44.44,1110.0,1.26,5.35,3.21,64.0,25.6,4.098,2025-07-18T11:40:28.723989,normal,0
26.85,90.17,893.0,1.23,6.21,3.15,93.0,25.1,0.347,2025-08-02T01:50:28.723989,normal,0
24.62,52.48,760.0,2.68,5.13,3.24,90.0,14.25,1.472,2025-09-06T06:11:29.691056,normal,0
27.88,69.04,686.0,1.95,7.35,4.46934524825942,95.81932194831586,21.68,1.162,2025-09-07T09:21:30.096724,power_surge,1
18.51,67.59,765.0,1.53,7.32,3.24,89.0,12.4,0.691,2025-07-16T21:20:28.723989,normal,0
46.0297932866551,18.828842398087154,964.0,1.32,5.83,3.2,70.0,16.76,8.0,2025-09-20T11:14:29.873802,environmental_stress,1
27.45,47.89,944.0,1.07,6.02,3.27,91.0,15.43,1.908,2025-07-25T19:10:28.723989,normal,0
25.39,71.15,836.0,1.7,6.46,3.3,79.0,19.78,0.935,2025-06-21T16:50:28.723989,normal,0
23.53,61.07,683.0,1.56,6.89,3.27,82.0,15.59,1.129,2025-07-21T04:30:28.723989,normal,0
28.01,75.35,856.0,1.82,7.19,3.23,81.0,23.24,0.932,2025-07-14T19:10:28.723989,normal,0
37.03,30.1,956.0,1.46,6.41,3.42,58.0,16.64,4.393,2025-07-17T16:40:28.723989,normal,0
23.09,92.8,795.0,2.0,6.43,3.35,87.0,21.86,0.203,2025-09-20T21:55:29.517710,normal,0
23.79,60.72,770.0470020075484,4.066837850377552,7.8388883195865375,3.46,74.0,15.75,1.157,2025-09-02T06:59:29.840797,calibration_drift,1
26.89,73.07,301.0,1.57,6.71,3.05,96.0,21.66,0.954,2025-08-03T07:50:28.723989,normal,0
37.21,49.92,893.0,1.44,6.61,3.38,81.0,25.03,3.179,2025-07-06T09:20:28.723989,normal,0
22.08,56.37,838.0,1.32,6.27,3.23,80.0,13.0,1.159,2025-07-19T19:20:28.723989,normal,0
26.55,41.27,1005.0,1.45,7.26,3.3,66.0,12.33,2.039,2025-08-02T06:00:28.723989,normal,0
22.82,72.02,612.831332289186,2.125204354725619,8.688777639078143,3.47,80.0,17.51,0.778,2025-09-16T02:50:29.935395,calibration_drift,1
30.47,53.33,628.0,0.8,7.05,2.93,31.0,19.91,2.034,2025-09-16T16:41:29.538653,normal,0
23.43,83.26,968.0,1.92,5.84,3.23,90.0,20.43,0.483,2025-06-15T00:20:28.723989,normal,0
15.92,49.72,646.0,1.88,6.42,3.07,59.0,5.42,0.91,2025-07-03T07:50:28.723989,normal,0
49.0920647903894,84.49,529.0,0.95,7.13,4.42,84.0,45.77,1.829,2025-09-07T08:21:29.805926,sudden_spike,1
28.71,77.41,1169.0,1.88,6.05,3.29,75.0,24.37,0.89,2025-06-24T20:20:28.723989,normal,0
24.15,63.61,778.2017529989304,0.4755607039989249,6.16765752857851,3.37,74.0,16.82,1.096,2025-08-30T01:23:30.043213,calibration_drift,1
35.55,34.65,1086.0,1.61,6.28,3.05,82.0,17.58,3.788,2025-07-07T14:50:28.723989,normal,0
42.527092380903696,44.7768175937848,876.0,1.13,5.15,3.0337911970697085,81.0,28.01,4.655,2025-09-06T05:22:29.976742,high_fluctuation,1
14.812707037050846,96.80771757860349,531.0,1.62,5.9,3.38,73.0,14.31,0.054,2025-08-30T13:54:29.821564,environmental_stress,1
11.717344862963735,63.03,730.0,0.95,7.21,1.938,70.0,4.91,0.509,2025-08-28T02:38:29.960329,sudden_drop,1
36.26120776187783,48.8,978.0,1.58,5.47,4.264,92.0,23.78,3.086,2025-08-29T08:56:30.118376,sudden_spike,1
30.33,77.86,559.0,1.72,7.31,3.32,76.0,26.03,0.957,2025-06-23T09:10:28.723989,normal,0
25.38,53.92,754.0,1.17,5.69,4.31418984916645,98.86098935373076,15.38,1.493,2025-09-07T14:18:29.801502,power_surge,1
31.57,50.36,481.886228243304,3.2901074369975496,4.937582364003317,3.3,94.0,20.0,2.304,2025-08-31T12:56:30.017454,calibration_drift,1
17.33,85.38,362.0,1.78,6.1,3.11,76.0,14.85,0.289,2025-07-25T18:40:28.723989,normal,0
29.2,76.74,538.0,1.59,5.87,3.33,75.0,24.7,0.943,2025-08-01T15:10:28.723989,normal,0
30.03,45.51,734.0,1.35,6.87,3.47,65.0,16.98,2.316,2025-06-17T04:30:28.723989,normal,0
25.22,52.51,617.0,1.75,6.93,3.36,79.0,14.82,1.524,2025-06-24T06:40:28.723989,normal,0
23.29,66.76,621.7217914596911,1.2580198380604335,5.96835737309781,3.23,100.0,16.76,0.95,2025-09-10T05:01:29.933113,calibration_drift,1
32.64,60.69,870.0,1.6,6.65,3.27,88.0,24.06,1.938,2025-06-21T06:10:28.723989,normal,0
20.56,89.17,454.0,1.68,7.03,3.25,88.0,18.71,0.262,2025-09-07T14:41:29.642871,normal,0
34.35,55.38,1309.0,1.24,6.39,3.36,85.0,24.13,2.42,2025-07-08T13:10:28.723989,normal,0
33.51,40.65,882.0,1.64,6.49,3.42,100.0,18.32,3.072,2025-06-18T09:20:28.723989,normal,0
25.02,71.73,871.0,1.27,6.91,2.91,29.0,19.56,0.897,2025-09-15T06:40:29.566665,normal,0
16.21,75.64,701.0,1.68,6.47,3.23,100.0,11.9,0.449,2025-08-07T02:10:28.723989,normal,0
35.47,36.77,848.0,1.19,5.91,3.28,88.0,18.46,3.649,2025-09-08T11:37:29.656951,normal,0
27.27,61.78,724.0,1.15,6.15,3.06,56.0,19.3,1.384,2025-07-18T21:30:28.723989,normal,0
38.187224165821824,73.09,2015.5653676818167,2.08,6.77,3.43,84.0,32.52,1.801,2025-08-29T00:08:29.908181,environmental_stress,1
18.35,86.19,528.0,1.22,6.41,3.29,87.0,16.0,0.291,2025-07-09T01:00:28.723989,normal,0
45.77294520492801,57.75,1009.0,0.97,6.74,4.277,76.0,35.46,4.212,2025-09-18T09:09:29.944407,sudden_spike,1
18.22,80.44,629.0,1.63,5.94,3.35,74.0,14.8,0.409,2025-07-28T22:10:28.723989,normal,0
27.86,66.06,432.0,1.16,6.58,3.21,55.0,20.94,1.272,2025-07-15T06:10:28.723989,normal,0
33.02,40.01,1108.0,1.86,5.01,3.34,74.0,17.63,3.021,2025-06-23T05:50:28.723989,normal,0
38.38,55.34,882.0,2.34,5.29,3.47,72.0,27.85,3.02,2025-08-27T11:24:29.520645,normal,0
26.45,57.46,936.0,1.39,6.22,3.28,93.0,17.37,1.468,2025-06-24T19:50:28.723989,normal,0
31.59,49.36,862.0,1.34,6.65,3.23,73.0,19.7,2.353,2025-07-19T22:20:28.723989,normal,0
19.21,70.08,447.0,1.37,6.65,3.31,87.0,13.62,0.666,2025-06-16T17:20:28.723989,normal,0
28.69966541226353,43.33675603858563,550.0,1.24,7.2,4.153915041690009,65.0,15.01,2.231,2025-09-05T19:17:29.890759,high_fluctuation,1
-0.5580386626985501,65.82290150641049,755.0,1.35,7.87,3.1880023997614826,65.0,-6.17,0.2,2025-09-12T04:02:29.821062,high_fluctuation,1
28.51,51.95,823.0,0.8,6.29,3.24,45.0,17.69,1.871,2025-06-16T22:40:28.723989,normal,0
24.73,68.98,584.0,1.13,6.41,3.4,77.0,18.66,0.967,2025-07-26T06:20:28.723989,normal,0
31.31,45.07,1579.0,1.76,5.99,3.45,68.0,17.99,2.512,2025-09-12T12:13:29.637913,normal,0
31.36,42.59,829.0,2.23,6.85,3.22,78.0,17.13,2.633,2025-07-25T07:40:28.723989,normal,0
24.64,92.01,1051.0,2.41,6.37,3.29,84.0,23.25,0.248,2025-08-27T02:27:29.726892,normal,0
22.26,52.59,408.0,1.5,6.6,3.14,86.0,12.1,1.273,2025-07-26T18:00:28.723989,normal,0
30.31,77.13,1014.0,1.62,6.87,3.12,88.0,25.85,0.988,2025-06-23T12:00:28.723989,normal,0
37.4,38.0,981.0,1.63,5.92,3.38,66.0,20.69,3.976,2025-08-24T21:41:29.519040,normal,0
37.62,48.44,1275.0,1.76,7.0,3.05,90.0,24.9,3.346,2025-07-03T12:30:28.723989,normal,0
23.51,85.79,727.0,0.8,6.94,3.32,70.0,20.99,0.412,2025-06-22T16:00:28.723989,normal,0
30.73,63.6,644.0,0.88,5.79,3.32,68.0,23.03,1.61,2025-07-16T09:00:28.723989,normal,0
20.309950781141985,97.92676988902946,801.0,1.85,6.6,3.17,55.0,19.97,0.049,2025-09-07T08:57:29.914560,dew_point_close,1
22.94,63.97,723.0,2.1,7.19,3.3,70.0,15.76,1.009,2025-06-16T19:10:28.723989,normal,0
37.25,34.97,1145.0,1.63,6.26,3.35,73.0,19.22,4.136,2025-09-09T01:26:29.701920,normal,0
24.6,79.84,543.0,2.55,6.17,3.23,81.0,20.89,0.624,2025-07-26T15:40:28.723989,normal,0
21.3,88.76,872.0,1.25,5.54,3.49,100.0,19.37,0.285,2025-07-18T22:20:28.723989,normal,0
22.0,67.22,554.0,1.59,6.69,2.179094419986644,6.944988358030225,15.64,0.867,2025-08-26T21:40:29.924706,battery_depleted,1
31.44,50.57,878.0,1.56,6.3,3.34,89.0,19.95,2.277,2025-08-03T07:30:28.723989,normal,0
22.43,82.06,630.0,1.69,6.49,3.11,78.0,19.22,0.487,2025-07-06T02:40:28.723989,normal,0
21.97,70.7,575.0,1.5,7.33,3.17,78.0,16.4,0.773,2025-07-24T10:50:28.723989,normal,0
28.1,38.63,1075.0,1.83,5.12,3.27,66.0,12.7,2.333,2025-08-06T05:40:28.723989,normal,0
38.1,53.4,1082.0,1.21,5.82,3.18,63.0,26.98,3.104,2025-06-24T12:30:28.723989,normal,0
27.46,63.54,889.0,1.9,7.37,3.3,59.0,19.93,1.335,2025-07-25T13:00:28.723989,normal,0
30.83,85.73,703.0,1.2,7.08,1.6785357639947467,2.557074649893778,28.16,0.635,2025-08-24T11:01:30.124226,low_voltage,1
15.0,75.21,881.0,2.0,7.19,3.26,62.0,10.65,0.423,2025-08-01T21:10:28.723989,normal,0
18.5,67.47,1002.0,0.8,6.61,3.38,89.0,12.36,0.693,2025-07-20T02:20:28.723989,normal,0
21.15,49.69,1030.0,1.3,6.03,3.28,83.0,10.23,1.263,2025-07-27T02:40:28.723989,normal,0
30.47,71.67,714.0,1.86,7.25,3.48,69.0,24.77,1.235,2025-07-11T06:20:28.723989,normal,0
21.69,68.61,479.0,1.5,6.11,3.45,87.0,15.67,0.814,2025-06-19T06:00:28.723989,normal,0
31.04,53.13,604.0,1.46,6.62,3.43,92.0,20.38,2.11,2025-06-19T11:20:28.723989,normal,0
16.85,51.74,573.0,1.31,6.74,3.34,70.0,6.86,0.926,2025-07-26T02:40:28.723989,normal,0
28.79,64.64,1105.0,1.84,6.87,3.3,58.0,21.47,1.399,2025-08-09T02:40:28.723989,normal,0
21.4,38.52,1068.0,1.25,6.57,3.27,100.0,6.69,1.567,2025-07-09T01:30:28.723989,normal,0
36.51,36.94,466.0,1.39,6.0,3.22,59.0,19.45,3.853,2025-09-21T18:39:29.517117,normal,0
24.41,59.19,726.0,1.07,6.37,3.1,50.0,15.93,1.248,2025-07-22T06:30:28.723989,normal,0
28.02,76.49,613.0,1.73,5.15,2.93,28.0,23.5,0.89,2025-09-12T18:03:29.481612,normal,0
29.02,34.25,958.0,2.14,5.9,3.3,66.0,11.69,2.637,2025-09-15T04:58:29.659427,normal,0
17.5267979176584,56.37,843.0,1.11,7.69,1.962,85.0,8.75,0.874,2025-09-20T05:44:29.802526,sudden_drop,1
39.37,50.42,1013.0,1.38,7.43,3.17,92.0,27.17,3.536,2025-07-02T10:00:28.723989,normal,0
36.0,33.46,1162.0,1.56,6.36,3.25,57.0,17.42,3.953,2025-08-01T08:30:28.723989,normal,0
41.28658961020931,42.696021911355665,487.0,1.09,6.84,3.950930716339365,74.0,26.08,4.525,2025-09-16T02:06:29.775756,high_fluctuation,1
27.36,63.95,731.0,1.21,5.87,3.38,64.0,19.94,1.313,2025-07-30T10:20:28.723989,normal,0
20.95,61.19,785.0,2.07,6.96,4.284104648853391,97.47700564396898,13.19,0.962,2025-09-06T07:52:29.958979,power_surge,1
23.87,52.69,748.0,1.97,6.96,3.41,78.0,13.62,1.401,2025-08-07T01:00:28.723989,normal,0
29.08,59.13,1493.0,1.78,6.13,3.26,89.0,20.29,1.645,2025-09-09T16:53:29.706905,normal,0
24.1,62.86,308.0,0.8,6.27,3.51,79.0,16.58,1.115,2025-07-20T18:00:28.723989,normal,0
30.5,49.85,874.0,1.49,6.51,3.37,77.0,18.86,2.19,2025-07-09T23:10:28.723989,normal,0
29.32,83.04,475.0,1.74,6.89,3.44,64.0,26.14,0.692,2025-07-25T11:00:28.723989,normal,0
25.23391801117007,97.68926658944301,634.0,1.62,6.37,3.34,79.0,24.84,0.074,2025-09-11T06:56:30.053941,dew_point_close,1
32.14,52.91,1079.0,1.44,6.55,3.13,81.0,21.33,2.257,2025-07-19T19:40:28.723989,normal,0
15.465476104468216,42.32364768213216,722.0,1.34,6.39,3.4627182326066093,99.0,2.71,1.013,2025-09-05T14:25:29.793001,high_fluctuation,1
22.75,73.02,886.0,0.87,6.63,3.53,67.0,17.66,0.747,2025-06-25T09:40:28.723989,normal,0
29.36,54.99,1049.0,2.11,6.09,3.18,70.0,19.38,1.841,2025-07-23T21:20:28.723989,normal,0
64.14715432946944,65.09,401.0,1.83,6.17,4.394,82.0,54.97,8.0,2025-08-26T07:00:29.972981,sudden_spike,1
31.07,76.5,948.0,1.34,6.15,3.06,69.0,26.45,1.06,2025-07-18T13:40:28.723989,normal,0
35.47,39.94,641.0,2.13,6.22,3.36,100.0,19.79,3.466,2025-08-25T15:49:29.719793,normal,0
44.25325438464126,67.12,728.0,1.36,6.49,4.485,90.0,36.77,3.032,2025-09-16T01:10:29.863843,sudden_spike,1
27.51,38.15,941.0,1.92,6.22,3.09,81.0,11.99,2.272,2025-07-26T00:20:28.723989,normal,0
20.045332884254947,97.67547261558208,985.0,1.18,6.48,3.35,63.0,19.67,0.055,2025-09-02T16:05:30.091361,vpd_too_low,1
28.33,91.71,871.0,1.1,5.65,3.21,100.0,26.85,0.319,2025-06-20T00:20:28.723989,normal,0
38.29,32.78,915.0,1.68,6.27,3.2,71.0,19.09,4.523,2025-09-22T05:35:29.696166,normal,0
-1.0,61.89,687.0,1.55,6.94,-1.0,86.0,-7.39,0.216,2025-09-19T01:17:29.861387,sensor_failure,1
29.13,81.23,758.0,2.18,6.68,4.824138133813493,95.8577841240116,25.58,0.758,2025-09-10T08:50:30.055493,power_surge,1
33.77247401412464,61.44,300.0,2.4819059224969373,9.06560620844658,3.46,97.0,25.32,2.025,2025-09-10T08:54:29.936445,gradual_drift,1
23.59,95.0,1024.0,1.54,6.93,3.27,65.0,22.74,0.146,2025-06-27T01:30:28.723989,normal,0
33.03,57.04,779.0,1.4,6.14,3.12,62.0,23.39,2.165,2025-07-11T16:50:28.723989,normal,0
37.29,34.86,624.0,0.93,7.38,3.21,85.0,19.2,4.152,2025-08-29T17:44:29.595778,normal,0
15.065890325651202,95.02801979532393,420.0,1.52,6.9,3.29,83.0,14.28,0.085,2025-09-04T08:23:30.092255,vpd_too_low,1
25.85,87.91,895.0,1.33,6.8,3.09,77.0,23.69,0.403,2025-07-03T18:10:28.723989,normal,0
29.91,72.43,428.0,1.78,6.5,3.27,90.0,24.41,1.164,2025-07-31T11:50:28.723989,normal,0
34.1,42.12,1127.0,0.8,7.45,3.44,90.0,19.42,3.096,2025-07-08T11:20:28.723989,normal,0
29.29,65.78,628.0,1.28,6.86,3.36,72.0,22.23,1.394,2025-08-02T07:50:28.723989,normal,0
21.03,72.64,903.0,2.46,5.32,3.3,78.0,15.93,0.682,2025-09-08T04:58:29.493831,normal,0
20.38,89.41,766.0,1.32,7.01,3.23,73.0,18.58,0.254,2025-07-17T23:50:28.723989,normal,0
22.61,79.78,818.0,1.54,7.06,3.29,65.0,18.94,0.555,2025-07-21T00:40:28.723989,normal,0
17.003929369649413,53.88,886.0,0.94,5.99,2.1,74.0,7.59,0.894,2025-08-27T15:42:29.764977,sudden_drop,1
29.49,56.51,764.0,1.73,6.49,3.34,64.0,19.94,1.792,2025-07-06T15:40:28.723989,normal,0
23.48,57.96,1047.0,1.91,6.41,3.25,61.0,14.73,1.216,2025-06-22T23:20:28.723989,normal,0
39.45422762434518,51.65,2423.559303950286,1.73,6.56,3.27,75.0,27.66,3.464,2025-09-15T12:26:29.956363,environmental_stress,1
25.9,67.63,925.0,1.49,6.46,3.41,77.0,19.45,1.082,2025-06-15T04:00:28.723989,normal,0
25.53,65.03,1459.0,1.37,6.03,3.31,82.0,18.47,1.143,2025-09-03T01:01:29.641147,normal,0
32.0,54.68,940.4404422050181,2.942994048978925,6.182349929099202,3.44,87.0,21.74,2.155,2025-09-09T14:56:29.790795,calibration_drift,1
34.28,83.01,1162.0,1.16,6.54,3.18,81.0,30.98,0.918,2025-06-24T05:20:28.723989,normal,0
20.49,78.44,675.2027771194929,2.5375212765208706,5.730121481407217,3.28,89.0,16.61,0.52,2025-08-26T04:43:29.981066,calibration_drift,1
29.15,76.07,1432.0,1.21,6.22,3.52,78.0,24.5,0.967,2025-09-12T10:00:29.551037,normal,0
32.68,67.79,700.0750421928343,-0.158539051458348,4.424473943508496,3.1,75.0,25.95,1.591,2025-09-02T16:44:29.912099,calibration_drift,1
28.53,27.91,406.0,1.53,5.84,3.45,72.0,8.2,2.81,2025-09-01T02:35:29.516341,normal,0
21.36,84.98,856.0,1.62,6.3,3.34,86.0,18.73,0.382,2025-06-26T03:00:28.723989,normal,0
32.52,59.98,1278.0,1.45,6.41,3.41,74.0,23.75,1.959,2025-06-21T11:10:28.723989,normal,0
32.22,64.12,950.0,1.21,7.85,3.45,75.0,24.58,1.727,2025-07-19T07:30:28.723989,normal,0
18.32,83.09,923.0,1.31,6.61,3.06,77.0,15.4,0.356,2025-07-12T21:10:28.723989,normal,0
31.1,50.35,1093.0,1.1,6.08,3.31,69.0,19.57,2.243,2025-07-27T04:10:28.723989,normal,0
36.189327599869245,65.72,1228.0,1.54,6.35,4.446,86.0,28.75,2.058,2025-09-12T06:37:30.020731,sudden_spike,1
30.41,29.25,442.0,1.3,6.54,3.35,89.0,10.51,3.073,2025-09-02T11:48:29.729852,normal,0
15.0,61.4,926.0,1.91,7.57,3.26,85.0,7.63,0.658,2025-06-20T02:50:28.723989,normal,0
32.67,44.55,1248.0,1.43,6.06,3.25,70.0,19.03,2.738,2025-07-13T07:10:28.723989,normal,0
30.91,35.67,811.0,1.15,6.32,3.21,69.0,13.97,2.875,2025-07-29T06:40:28.723989,normal,0
26.26,70.21,935.0,1.76,6.17,3.29,74.0,20.4,1.017,2025-07-04T22:10:28.723989,normal,0
26.35,87.82,723.0,1.49,7.53,3.08,75.0,24.17,0.418,2025-08-08T18:20:28.723989,normal,0
32.79,53.65,1431.0,1.71,6.99,3.25,55.0,22.16,2.304,2025-06-27T00:50:28.723989,normal,0
14.455033280453085,63.04,603.0,1.84,6.02,1.932,80.0,7.51,0.609,2025-08-26T15:55:29.828674,sudden_drop,1
29.92,57.61,852.0,1.01,6.6,3.33,92.0,20.65,1.79,2025-07-03T08:30:28.723989,normal,0
24.65,81.36,823.0,1.21,7.18,3.34,83.0,21.24,0.578,2025-07-21T04:40:28.723989,normal,0
26.25,81.81,764.0,1.83,6.98,3.22,78.0,22.89,0.621,2025-07-05T19:00:28.723989,normal,0
36.38,62.9,1325.0,1.43,7.02,3.19,62.0,28.18,2.25,2025-06-27T14:10:28.723989,normal,0
23.3,90.15,950.0,1.89,7.08,3.15,88.0,21.59,0.282,2025-09-13T08:07:29.653615,normal,0
30.7,55.37,1302.0,1.73,6.45,3.07,89.0,20.74,1.971,2025-06-24T04:20:28.723989,normal,0
18.28,65.16,944.118143436924,2.7567513762239235,4.638996097499854,3.46,81.0,11.63,0.732,2025-09-04T03:40:29.942404,calibration_drift,1
38.38,52.92,1096.0,1.97,5.84,3.17,75.0,27.09,3.184,2025-06-21T14:10:28.723989,normal,0
28.14,53.84,840.0,1.57,5.73,3.29,47.0,17.91,1.759,2025-06-29T14:20:28.723989,normal,0
46.375003659839315,55.92,634.0,1.45,6.7,4.212000000000001,78.0,35.44,4.532,2025-09-11T18:27:29.808500,sudden_spike,1
40.0,67.08,1039.0,0.85,6.33,3.35,94.0,32.72,2.428,2025-06-26T11:20:28.723989,normal,0
31.54,56.26,1080.0,1.98,6.57,3.41,86.0,21.78,2.026,2025-07-29T05:10:28.723989,normal,0
24.89,70.53,1276.0,2.23,6.88,2.97,27.0,19.16,0.927,2025-09-11T21:20:29.727752,normal,0
30.28,70.48,864.2400955081483,0.46898204106925334,6.711706827703099,3.24,78.0,24.31,1.273,2025-09-12T12:33:29.964042,calibration_drift,1
40.0,35.85,646.0,1.87,6.76,3.57,69.0,22.03,4.731,2025-06-19T11:50:28.723989,normal,0
33.47,25.59,646.0,1.6,6.42,3.14,100.0,11.11,3.843,2025-09-18T06:42:29.708248,normal,0
28.88,52.8,818.5568416079299,1.4814622771939352,7.028396673843365,3.28,68.0,18.29,1.878,2025-08-31T14:53:29.831306,calibration_drift,1
30.67,94.25,1074.0,2.35,6.19,3.19,75.0,29.64,0.254,2025-07-20T05:10:28.723989,normal,0
32.21,46.11,680.0,2.04,6.07,3.36,100.0,19.17,2.593,2025-08-04T10:40:28.723989,normal,0
23.28,89.4,739.0,1.31,6.94,3.42,100.0,21.44,0.303,2025-06-30T05:10:28.723989,normal,0
36.31,67.26,691.0,1.07,6.17,3.19,85.0,29.27,1.978,2025-07-05T12:00:28.723989,normal,0
20.56,82.26,775.0,2.13,6.44,3.09,85.0,17.43,0.429,2025-07-31T20:10:28.723989,normal,0
8.337748226045173,96.62449201527805,820.0,1.61,6.33,3.38,84.0,7.83,0.037,2025-09-22T19:48:29.932451,environmental_stress,1
31.44,0.0,9999.0,1.74,5.82,3.48,67.0,0.0,0.0,2025-09-18T10:56:29.769976,sensor_failure,1
25.35,75.4,948.0,1.94,5.72,3.2,82.0,20.68,0.796,2025-07-19T21:00:28.723989,normal,0
30.0,58.53,1221.0,1.52,5.88,3.22,69.0,20.99,1.76,2025-08-07T22:30:28.723989,normal,0
34.78,57.89,853.0,1.98,6.03,3.18,81.0,25.27,2.339,2025-06-24T16:50:28.723989,normal,0
24.74,50.26,1056.0,1.43,7.82,3.44,60.0,13.7,1.551,2025-07-27T22:50:28.723989,normal,0
23.67,94.28,704.0,0.98,7.43,3.39,74.0,22.7,0.167,2025-07-03T04:10:28.723989,normal,0
